Provincias;Edad (3 grupos de edad);Españoles/Extranjeros;Sexo;Año;Total
03 Alicante/Alacant;16-64 años;TOTAL;Mujeres;2019;594.995
03 Alicante/Alacant;16-64 años;Españoles;Ambos sexos;2021;970.925
03 Alicante/Alacant;16-64 años;Españoles;Ambos sexos;2020;968.893
03 Alicante/Alacant;16-64 años;Españoles;Ambos sexos;2019;968.545
03 Alicante/Alacant;16-64 años;Españoles;Hombres;2021;490.091
03 Alicante/Alacant;16-64 años;Españoles;Hombres;2020;488.873
03 Alicante/Alacant;16-64 años;Españoles;Hombres;2019;488.464
03 Alicante/Alacant;16-64 años;Españoles;Mujeres;2021;480.834
03 Alicante/Alacant;16-64 años;Españoles;Mujeres;2020;480.020
03 Alicante/Alacant;16-64 años;Españoles;Mujeres;2019;480.081
03 Alicante/Alacant;16-64 años;Extranjeros;Ambos sexos;2021;246.345
03 Alicante/Alacant;16-64 años;Extranjeros;Ambos sexos;2020;246.764
03 Alicante/Alacant;16-64 años;Extranjeros;Ambos sexos;2019;231.891
03 Alicante/Alacant;16-64 años;Extranjeros;Hombres;2021;123.928
03 Alicante/Alacant;16-64 años;Extranjeros;Hombres;2020;124.773
03 Alicante/Alacant;16-64 años;Extranjeros;Hombres;2019;116.977
03 Alicante/Alacant;16-64 años;Extranjeros;Mujeres;2021;122.417
03 Alicante/Alacant;16-64 años;Extranjeros;Mujeres;2020;121.991
03 Alicante/Alacant;16-64 años;Extranjeros;Mujeres;2019;114.914
03 Alicante/Alacant;16-64 años;% Extranjeros;Ambos sexos;2021;20,24
03 Alicante/Alacant;16-64 años;% Extranjeros;Ambos sexos;2020;20,30
03 Alicante/Alacant;16-64 años;% Extranjeros;Ambos sexos;2019;19,32
03 Alicante/Alacant;16-64 años;% Extranjeros;Hombres;2021;20,18
03 Alicante/Alacant;16-64 años;% Extranjeros;Hombres;2020;20,33
03 Alicante/Alacant;16-64 años;% Extranjeros;Hombres;2019;19,32
03 Alicante/Alacant;16-64 años;% Extranjeros;Mujeres;2021;20,29
03 Alicante/Alacant;16-64 años;% Extranjeros;Mujeres;2020;20,26
03 Alicante/Alacant;16-64 años;% Extranjeros;Mujeres;2019;19,31
03 Alicante/Alacant;65 y más;TOTAL;Ambos sexos;2021;378.557
03 Alicante/Alacant;65 y más;TOTAL;Ambos sexos;2020;373.002
03 Alicante/Alacant;65 y más;TOTAL;Ambos sexos;2019;366.552
03 Alicante/Alacant;65 y más;TOTAL;Hombres;2021;170.730
03 Alicante/Alacant;65 y más;TOTAL;Hombres;2020;168.164
03 Alicante/Alacant;65 y más;TOTAL;Hombres;2019;165.241
03 Alicante/Alacant;65 y más;TOTAL;Mujeres;2021;207.827
03 Alicante/Alacant;65 y más;TOTAL;Mujeres;2020;204.838
03 Alicante/Alacant;65 y más;TOTAL;Mujeres;2019;201.311
03 Alicante/Alacant;65 y más;Españoles;Ambos sexos;2021;301.637
03 Alicante/Alacant;65 y más;Españoles;Ambos sexos;2020;296.268
03 Alicante/Alacant;65 y más;Españoles;Ambos sexos;2019;290.759
03 Alicante/Alacant;65 y más;Españoles;Hombres;2021;132.094
03 Alicante/Alacant;65 y más;Españoles;Hombres;2020;129.671
03 Alicante/Alacant;65 y más;Españoles;Hombres;2019;127.087
03 Alicante/Alacant;65 y más;Españoles;Mujeres;2021;169.543
03 Alicante/Alacant;65 y más;Españoles;Mujeres;2020;166.597
03 Alicante/Alacant;65 y más;Españoles;Mujeres;2019;163.672
03 Alicante/Alacant;65 y más;Extranjeros;Ambos sexos;2021;76.920
03 Alicante/Alacant;65 y más;Extranjeros;Ambos sexos;2020;76.734
03 Alicante/Alacant;65 y más;Extranjeros;Ambos sexos;2019;75.793
03 Alicante/Alacant;65 y más;Extranjeros;Hombres;2021;38.636
03 Alicante/Alacant;65 y más;Extranjeros;Hombres;2020;38.493
03 Alicante/Alacant;65 y más;Extranjeros;Hombres;2019;38.154
03 Alicante/Alacant;65 y más;Extranjeros;Mujeres;2021;38.284
03 Alicante/Alacant;65 y más;Extranjeros;Mujeres;2020;38.241
03 Alicante/Alacant;65 y más;Extranjeros;Mujeres;2019;37.639
03 Alicante/Alacant;65 y más;% Extranjeros;Ambos sexos;2021;20,32
03 Alicante/Alacant;65 y más;% Extranjeros;Ambos sexos;2020;20,57
03 Alicante/Alacant;65 y más;% Extranjeros;Ambos sexos;2019;20,68
03 Alicante/Alacant;65 y más;% Extranjeros;Hombres;2021;22,63
03 Alicante/Alacant;65 y más;% Extranjeros;Hombres;2020;22,89
03 Alicante/Alacant;65 y más;% Extranjeros;Hombres;2019;23,09
03 Alicante/Alacant;65 y más;% Extranjeros;Mujeres;2021;18,42
03 Alicante/Alacant;65 y más;% Extranjeros;Mujeres;2020;18,67
03 Alicante/Alacant;65 y más;% Extranjeros;Mujeres;2019;18,70
04 Almería;TOTAL EDADES;TOTAL;Ambos sexos;2021;731.792
04 Almería;TOTAL EDADES;TOTAL;Ambos sexos;2020;727.945
04 Almería;TOTAL EDADES;TOTAL;Ambos sexos;2019;716.820
04 Almería;TOTAL EDADES;TOTAL;Hombres;2021;373.136
04 Almería;TOTAL EDADES;TOTAL;Hombres;2020;371.558
04 Almería;TOTAL EDADES;TOTAL;Hombres;2019;365.701
04 Almería;TOTAL EDADES;TOTAL;Mujeres;2021;358.656
04 Almería;TOTAL EDADES;TOTAL;Mujeres;2020;356.387
04 Almería;TOTAL EDADES;TOTAL;Mujeres;2019;351.119
04 Almería;TOTAL EDADES;Españoles;Ambos sexos;2021;575.435
04 Almería;TOTAL EDADES;Españoles;Ambos sexos;2020;573.350
04 Almería;TOTAL EDADES;Españoles;Ambos sexos;2019;570.912
04 Almería;TOTAL EDADES;Españoles;Hombres;2021;285.561
04 Almería;TOTAL EDADES;Españoles;Hombres;2020;284.664
04 Almería;TOTAL EDADES;Españoles;Hombres;2019;283.563
04 Almería;TOTAL EDADES;Españoles;Mujeres;2021;289.874
04 Almería;TOTAL EDADES;Españoles;Mujeres;2020;288.686
04 Almería;TOTAL EDADES;Españoles;Mujeres;2019;287.349
04 Almería;TOTAL EDADES;Extranjeros;Ambos sexos;2021;156.357
04 Almería;TOTAL EDADES;Extranjeros;Ambos sexos;2020;154.595
04 Almería;TOTAL EDADES;Extranjeros;Ambos sexos;2019;145.908
04 Almería;TOTAL EDADES;Extranjeros;Hombres;2021;87.575
04 Almería;TOTAL EDADES;Extranjeros;Hombres;2020;86.894
04 Almería;TOTAL EDADES;Extranjeros;Hombres;2019;82.138
04 Almería;TOTAL EDADES;Extranjeros;Mujeres;2021;68.782
04 Almería;TOTAL EDADES;Extranjeros;Mujeres;2020;67.701
04 Almería;TOTAL EDADES;Extranjeros;Mujeres;2019;63.770
04 Almería;TOTAL EDADES;% Extranjeros;Ambos sexos;2021;21,37
04 Almería;TOTAL EDADES;% Extranjeros;Ambos sexos;2020;21,24
04 Almería;TOTAL EDADES;% Extranjeros;Ambos sexos;2019;20,35
04 Almería;TOTAL EDADES;% Extranjeros;Hombres;2021;23,47
04 Almería;TOTAL EDADES;% Extranjeros;Hombres;2020;23,39
04 Almería;TOTAL EDADES;% Extranjeros;Hombres;2019;22,46
04 Almería;TOTAL EDADES;% Extranjeros;Mujeres;2021;19,18
04 Almería;TOTAL EDADES;% Extranjeros;Mujeres;2020;19,00
04 Almería;TOTAL EDADES;% Extranjeros;Mujeres;2019;18,16
04 Almería;0-15 años;TOTAL;Ambos sexos;2021;129.574
04 Almería;0-15 años;TOTAL;Ambos sexos;2020;130.483
04 Almería;0-15 años;TOTAL;Ambos sexos;2019;129.371
04 Almería;0-15 años;TOTAL;Hombres;2021;66.549
04 Almería;0-15 años;TOTAL;Hombres;2020;66.929
04 Almería;0-15 años;TOTAL;Hombres;2019;66.367
04 Almería;0-15 años;TOTAL;Mujeres;2021;63.025
04 Almería;0-15 años;TOTAL;Mujeres;2020;63.554
04 Almería;0-15 años;TOTAL;Mujeres;2019;63.004
04 Almería;0-15 años;Españoles;Ambos sexos;2021;101.793
04 Almería;0-15 años;Españoles;Ambos sexos;2020;102.999
04 Almería;0-15 años;Españoles;Ambos sexos;2019;103.489
04 Almería;0-15 años;Españoles;Hombres;2021;52.239
04 Almería;0-15 años;Españoles;Hombres;2020;52.824
04 Almería;0-15 años;Españoles;Hombres;2019;53.087
04 Almería;0-15 años;Españoles;Mujeres;2021;49.554
04 Almería;0-15 años;Españoles;Mujeres;2020;50.175
04 Almería;0-15 años;Españoles;Mujeres;2019;50.402
04 Almería;0-15 años;Extranjeros;Ambos sexos;2021;27.781
04 Almería;0-15 años;Extranjeros;Ambos sexos;2020;27.484
04 Almería;0-15 años;Extranjeros;Ambos sexos;2019;25.882
04 Almería;0-15 años;Extranjeros;Hombres;2021;14.310
04 Almería;0-15 años;Extranjeros;Hombres;2020;14.105
04 Almería;0-15 años;Extranjeros;Hombres;2019;13.280
04 Almería;0-15 años;Extranjeros;Mujeres;2021;13.471
04 Almería;0-15 años;Extranjeros;Mujeres;2020;13.379
04 Almería;0-15 años;Extranjeros;Mujeres;2019;12.602
04 Almería;0-15 años;% Extranjeros;Ambos sexos;2021;21,44
04 Almería;0-15 años;% Extranjeros;Ambos sexos;2020;21,06
04 Almería;0-15 años;% Extranjeros;Ambos sexos;2019;20,01
04 Almería;0-15 años;% Extranjeros;Hombres;2021;21,50
04 Almería;0-15 años;% Extranjeros;Hombres;2020;21,07
04 Almería;0-15 años;% Extranjeros;Hombres;2019;20,01
04 Almería;0-15 años;% Extranjeros;Mujeres;2021;21,37
04 Almería;0-15 años;% Extranjeros;Mujeres;2020;21,05
04 Almería;0-15 años;% Extranjeros;Mujeres;2019;20,00
04 Almería;16-64 años;TOTAL;Ambos sexos;2021;490.905
04 Almería;16-64 años;TOTAL;Ambos sexos;2020;488.781
04 Almería;16-64 años;TOTAL;Ambos sexos;2019;481.884
04 Almería;16-64 años;TOTAL;Hombres;2021;256.170
04 Almería;16-64 años;TOTAL;Hombres;2020;255.525
04 Almería;16-64 años;TOTAL;Hombres;2019;251.801
04 Almería;16-64 años;TOTAL;Mujeres;2021;234.735
04 Almería;16-64 años;TOTAL;Mujeres;2020;233.256
04 Almería;16-64 años;TOTAL;Mujeres;2019;230.083
04 Almería;16-64 años;Españoles;Ambos sexos;2021;376.183
04 Almería;16-64 años;Españoles;Ambos sexos;2020;374.892
04 Almería;16-64 años;Españoles;Ambos sexos;2019;374.113
04 Almería;16-64 años;Españoles;Hombres;2021;190.108
04 Almería;16-64 años;Españoles;Hombres;2020;189.607
04 Almería;16-64 años;Españoles;Hombres;2019;189.308
04 Almería;16-64 años;Españoles;Mujeres;2021;186.075
04 Almería;16-64 años;Españoles;Mujeres;2020;185.285
04 Almería;16-64 años;Españoles;Mujeres;2019;184.805
04 Almería;16-64 años;Extranjeros;Ambos sexos;2021;114.722
04 Almería;16-64 años;Extranjeros;Ambos sexos;2020;113.889
04 Almería;16-64 años;Extranjeros;Ambos sexos;2019;107.771
04 Almería;16-64 años;Extranjeros;Hombres;2021;66.062
04 Almería;16-64 años;Extranjeros;Hombres;2020;65.918
04 Almería;16-64 años;Extranjeros;Hombres;2019;62.493
04 Almería;16-64 años;Extranjeros;Mujeres;2021;48.660
04 Almería;16-64 años;Extranjeros;Mujeres;2020;47.971
04 Almería;16-64 años;Extranjeros;Mujeres;2019;45.278
04 Almería;16-64 años;% Extranjeros;Ambos sexos;2021;23,37
04 Almería;16-64 años;% Extranjeros;Ambos sexos;2020;23,30
04 Almería;16-64 años;% Extranjeros;Ambos sexos;2019;22,36
04 Almería;16-64 años;% Extranjeros;Hombres;2021;25,79
04 Almería;16-64 años;% Extranjeros;Hombres;2020;25,80
04 Almería;16-64 años;% Extranjeros;Hombres;2019;24,82
04 Almería;16-64 años;% Extranjeros;Mujeres;2021;20,73
04 Almería;16-64 años;% Extranjeros;Mujeres;2020;20,57
04 Almería;16-64 años;% Extranjeros;Mujeres;2019;19,68
04 Almería;65 y más;TOTAL;Ambos sexos;2021;111.313
04 Almería;65 y más;TOTAL;Ambos sexos;2020;108.681
04 Almería;65 y más;TOTAL;Ambos sexos;2019;105.565
04 Almería;65 y más;TOTAL;Hombres;2021;50.417
04 Almería;65 y más;TOTAL;Hombres;2020;49.104
04 Almería;65 y más;TOTAL;Hombres;2019;47.533
04 Almería;65 y más;TOTAL;Mujeres;2021;60.896
04 Almería;65 y más;TOTAL;Mujeres;2020;59.577
04 Almería;65 y más;TOTAL;Mujeres;2019;58.032
04 Almería;65 y más;Españoles;Ambos sexos;2021;97.459
04 Almería;65 y más;Españoles;Ambos sexos;2020;95.459
04 Almería;65 y más;Españoles;Ambos sexos;2019;93.310
04 Almería;65 y más;Españoles;Hombres;2021;43.214
04 Almería;65 y más;Españoles;Hombres;2020;42.233
04 Almería;65 y más;Españoles;Hombres;2019;41.168
04 Almería;65 y más;Españoles;Mujeres;2021;54.245
04 Almería;65 y más;Españoles;Mujeres;2020;53.226
04 Almería;65 y más;Españoles;Mujeres;2019;52.142
04 Almería;65 y más;Extranjeros;Ambos sexos;2021;13.854
04 Almería;65 y más;Extranjeros;Ambos sexos;2020;13.222
04 Almería;65 y más;Extranjeros;Ambos sexos;2019;12.255
04 Almería;65 y más;Extranjeros;Hombres;2021;7.203
04 Almería;65 y más;Extranjeros;Hombres;2020;6.871
04 Almería;65 y más;Extranjeros;Hombres;2019;6.365
04 Almería;65 y más;Extranjeros;Mujeres;2021;6.651
04 Almería;65 y más;Extranjeros;Mujeres;2020;6.351
04 Almería;65 y más;Extranjeros;Mujeres;2019;5.890
04 Almería;65 y más;% Extranjeros;Ambos sexos;2021;12,45
04 Almería;65 y más;% Extranjeros;Ambos sexos;2020;12,17
04 Almería;65 y más;% Extranjeros;Ambos sexos;2019;11,61
04 Almería;65 y más;% Extranjeros;Hombres;2021;14,29
04 Almería;65 y más;% Extranjeros;Hombres;2020;13,99
04 Almería;65 y más;% Extranjeros;Hombres;2019;13,39
04 Almería;65 y más;% Extranjeros;Mujeres;2021;10,92
04 Almería;65 y más;% Extranjeros;Mujeres;2020;10,66
04 Almería;65 y más;% Extranjeros;Mujeres;2019;10,15
01 Araba/Álava;TOTAL EDADES;TOTAL;Ambos sexos;2021;333.626
01 Araba/Álava;TOTAL EDADES;TOTAL;Ambos sexos;2020;333.940
01 Araba/Álava;TOTAL EDADES;TOTAL;Ambos sexos;2019;331.549
01 Araba/Álava;TOTAL EDADES;TOTAL;Hombres;2021;164.252
01 Araba/Álava;TOTAL EDADES;TOTAL;Hombres;2020;164.524
01 Araba/Álava;TOTAL EDADES;TOTAL;Hombres;2019;163.499
01 Araba/Álava;TOTAL EDADES;TOTAL;Mujeres;2021;169.374
01 Araba/Álava;TOTAL EDADES;TOTAL;Mujeres;2020;169.416
01 Araba/Álava;TOTAL EDADES;TOTAL;Mujeres;2019;168.050
01 Araba/Álava;TOTAL EDADES;Españoles;Ambos sexos;2021;301.197
01 Araba/Álava;TOTAL EDADES;Españoles;Ambos sexos;2020;301.524
01 Araba/Álava;TOTAL EDADES;Españoles;Ambos sexos;2019;301.214
01 Araba/Álava;TOTAL EDADES;Españoles;Hombres;2021;147.815
01 Araba/Álava;TOTAL EDADES;Españoles;Hombres;2020;148.068
01 Araba/Álava;TOTAL EDADES;Españoles;Hombres;2019;148.011
01 Araba/Álava;TOTAL EDADES;Españoles;Mujeres;2021;153.382
01 Araba/Álava;TOTAL EDADES;Españoles;Mujeres;2020;153.456
01 Araba/Álava;TOTAL EDADES;Españoles;Mujeres;2019;153.203
01 Araba/Álava;TOTAL EDADES;Extranjeros;Ambos sexos;2021;32.429
01 Araba/Álava;TOTAL EDADES;Extranjeros;Ambos sexos;2020;32.416
01 Araba/Álava;TOTAL EDADES;Extranjeros;Ambos sexos;2019;30.335
01 Araba/Álava;TOTAL EDADES;Extranjeros;Hombres;2021;16.437
01 Araba/Álava;TOTAL EDADES;Extranjeros;Hombres;2020;16.456
01 Araba/Álava;TOTAL EDADES;Extranjeros;Hombres;2019;15.488
01 Araba/Álava;TOTAL EDADES;Extranjeros;Mujeres;2021;15.992
01 Araba/Álava;TOTAL EDADES;Extranjeros;Mujeres;2020;15.960
01 Araba/Álava;TOTAL EDADES;Extranjeros;Mujeres;2019;14.847
01 Araba/Álava;TOTAL EDADES;% Extranjeros;Ambos sexos;2021;9,72
01 Araba/Álava;TOTAL EDADES;% Extranjeros;Ambos sexos;2020;9,71
01 Araba/Álava;TOTAL EDADES;% Extranjeros;Ambos sexos;2019;9,15
01 Araba/Álava;TOTAL EDADES;% Extranjeros;Hombres;2021;10,01
01 Araba/Álava;TOTAL EDADES;% Extranjeros;Hombres;2020;10,00
01 Araba/Álava;TOTAL EDADES;% Extranjeros;Hombres;2019;9,47
01 Araba/Álava;TOTAL EDADES;% Extranjeros;Mujeres;2021;9,44
01 Araba/Álava;TOTAL EDADES;% Extranjeros;Mujeres;2020;9,42
01 Araba/Álava;TOTAL EDADES;% Extranjeros;Mujeres;2019;8,83
01 Araba/Álava;0-15 años;TOTAL;Ambos sexos;2021;51.400
01 Araba/Álava;0-15 años;TOTAL;Ambos sexos;2020;52.226
01 Araba/Álava;0-15 años;TOTAL;Ambos sexos;2019;52.398
01 Araba/Álava;0-15 años;TOTAL;Hombres;2021;26.477
01 Araba/Álava;0-15 años;TOTAL;Hombres;2020;26.947
01 Araba/Álava;0-15 años;TOTAL;Hombres;2019;27.063
01 Araba/Álava;0-15 años;TOTAL;Mujeres;2021;24.923
01 Araba/Álava;0-15 años;TOTAL;Mujeres;2020;25.279
01 Araba/Álava;0-15 años;TOTAL;Mujeres;2019;25.335
01 Araba/Álava;0-15 años;Españoles;Ambos sexos;2021;45.355
01 Araba/Álava;0-15 años;Españoles;Ambos sexos;2020;45.877
01 Araba/Álava;0-15 años;Españoles;Ambos sexos;2019;46.343
01 Araba/Álava;0-15 años;Españoles;Hombres;2021;23.408
01 Araba/Álava;0-15 años;Españoles;Hombres;2020;23.695
01 Araba/Álava;0-15 años;Españoles;Hombres;2019;23.942
01 Araba/Álava;0-15 años;Españoles;Mujeres;2021;21.947
01 Araba/Álava;0-15 años;Españoles;Mujeres;2020;22.182
01 Araba/Álava;0-15 años;Españoles;Mujeres;2019;22.401
01 Araba/Álava;0-15 años;Extranjeros;Ambos sexos;2021;6.045
01 Araba/Álava;0-15 años;Extranjeros;Ambos sexos;2020;6.349
01 Araba/Álava;0-15 años;Extranjeros;Ambos sexos;2019;6.055
01 Araba/Álava;0-15 años;Extranjeros;Hombres;2021;3.069
01 Araba/Álava;0-15 años;Extranjeros;Hombres;2020;3.252
01 Araba/Álava;0-15 años;Extranjeros;Hombres;2019;3.121
01 Araba/Álava;0-15 años;Extranjeros;Mujeres;2021;2.976
01 Araba/Álava;0-15 años;Extranjeros;Mujeres;2020;3.097
01 Araba/Álava;0-15 años;Extranjeros;Mujeres;2019;2.934
01 Araba/Álava;0-15 años;% Extranjeros;Ambos sexos;2021;11,76
01 Araba/Álava;0-15 años;% Extranjeros;Ambos sexos;2020;12,16
01 Araba/Álava;0-15 años;% Extranjeros;Ambos sexos;2019;11,56
01 Araba/Álava;0-15 años;% Extranjeros;Hombres;2021;11,59
01 Araba/Álava;0-15 años;% Extranjeros;Hombres;2020;12,07
01 Araba/Álava;0-15 años;% Extranjeros;Hombres;2019;11,53
01 Araba/Álava;0-15 años;% Extranjeros;Mujeres;2021;11,94
01 Araba/Álava;0-15 años;% Extranjeros;Mujeres;2020;12,25
01 Araba/Álava;0-15 años;% Extranjeros;Mujeres;2019;11,58
01 Araba/Álava;16-64 años;TOTAL;Ambos sexos;2021;210.692
01 Araba/Álava;16-64 años;TOTAL;Ambos sexos;2020;211.238
01 Araba/Álava;16-64 años;TOTAL;Ambos sexos;2019;210.250
01 Araba/Álava;16-64 años;TOTAL;Hombres;2021;106.026
01 Araba/Álava;16-64 años;TOTAL;Hombres;2020;106.208
01 Araba/Álava;16-64 años;TOTAL;Hombres;2019;105.739
01 Araba/Álava;16-64 años;TOTAL;Mujeres;2021;104.666
01 Araba/Álava;16-64 años;TOTAL;Mujeres;2020;105.030
01 Araba/Álava;16-64 años;TOTAL;Mujeres;2019;104.511
01 Araba/Álava;16-64 años;Españoles;Ambos sexos;2021;185.262
01 Araba/Álava;16-64 años;Españoles;Ambos sexos;2020;186.085
01 Araba/Álava;16-64 años;Españoles;Ambos sexos;2019;186.718
01 Araba/Álava;16-64 años;Españoles;Hombres;2021;93.014
01 Araba/Álava;16-64 años;Españoles;Hombres;2020;93.338
01 Araba/Álava;16-64 años;Españoles;Hombres;2019;93.644
01 Araba/Álava;16-64 años;Españoles;Mujeres;2021;92.248
01 Araba/Álava;16-64 años;Españoles;Mujeres;2020;92.747
01 Araba/Álava;16-64 años;Españoles;Mujeres;2019;93.074
01 Araba/Álava;16-64 años;Extranjeros;Ambos sexos;2021;25.430
01 Araba/Álava;16-64 años;Extranjeros;Ambos sexos;2020;25.153
01 Araba/Álava;16-64 años;Extranjeros;Ambos sexos;2019;23.532
01 Araba/Álava;16-64 años;Extranjeros;Hombres;2021;13.012
01 Araba/Álava;16-64 años;Extranjeros;Hombres;2020;12.870
01 Araba/Álava;16-64 años;Extranjeros;Hombres;2019;12.095
01 Araba/Álava;16-64 años;Extranjeros;Mujeres;2021;12.418
01 Araba/Álava;16-64 años;Extranjeros;Mujeres;2020;12.283
01 Araba/Álava;16-64 años;Extranjeros;Mujeres;2019;11.437
01 Araba/Álava;16-64 años;% Extranjeros;Ambos sexos;2021;12,07
01 Araba/Álava;16-64 años;% Extranjeros;Ambos sexos;2020;11,91
01 Araba/Álava;16-64 años;% Extranjeros;Ambos sexos;2019;11,19
01 Araba/Álava;16-64 años;% Extranjeros;Hombres;2021;12,27
01 Araba/Álava;16-64 años;% Extranjeros;Hombres;2020;12,12
01 Araba/Álava;16-64 años;% Extranjeros;Hombres;2019;11,44
01 Araba/Álava;16-64 años;% Extranjeros;Mujeres;2021;11,86
01 Araba/Álava;16-64 años;% Extranjeros;Mujeres;2020;11,69
01 Araba/Álava;16-64 años;% Extranjeros;Mujeres;2019;10,94
01 Araba/Álava;65 y más;TOTAL;Ambos sexos;2021;71.534
01 Araba/Álava;65 y más;TOTAL;Ambos sexos;2020;70.476
01 Araba/Álava;65 y más;TOTAL;Ambos sexos;2019;68.901
01 Araba/Álava;65 y más;TOTAL;Hombres;2021;31.749
01 Araba/Álava;65 y más;TOTAL;Hombres;2020;31.369
01 Araba/Álava;65 y más;TOTAL;Hombres;2019;30.697
01 Araba/Álava;65 y más;TOTAL;Mujeres;2021;39.785
01 Araba/Álava;65 y más;TOTAL;Mujeres;2020;39.107
01 Araba/Álava;65 y más;TOTAL;Mujeres;2019;38.204
01 Araba/Álava;65 y más;Españoles;Ambos sexos;2021;70.580
01 Araba/Álava;65 y más;Españoles;Ambos sexos;2020;69.562
01 Araba/Álava;65 y más;Españoles;Ambos sexos;2019;68.153
01 Araba/Álava;65 y más;Españoles;Hombres;2021;31.393
01 Araba/Álava;65 y más;Españoles;Hombres;2020;31.035
01 Araba/Álava;65 y más;Españoles;Hombres;2019;30.425
01 Araba/Álava;65 y más;Españoles;Mujeres;2021;39.187
01 Araba/Álava;65 y más;Españoles;Mujeres;2020;38.527
01 Araba/Álava;65 y más;Españoles;Mujeres;2019;37.728
01 Araba/Álava;65 y más;Extranjeros;Ambos sexos;2021;954
01 Araba/Álava;65 y más;Extranjeros;Ambos sexos;2020;914
01 Araba/Álava;65 y más;Extranjeros;Ambos sexos;2019;748
01 Araba/Álava;65 y más;Extranjeros;Hombres;2021;356
01 Araba/Álava;65 y más;Extranjeros;Hombres;2020;334
01 Araba/Álava;65 y más;Extranjeros;Hombres;2019;272
01 Araba/Álava;65 y más;Extranjeros;Mujeres;2021;598
01 Araba/Álava;65 y más;Extranjeros;Mujeres;2020;580
01 Araba/Álava;65 y más;Extranjeros;Mujeres;2019;476
01 Araba/Álava;65 y más;% Extranjeros;Ambos sexos;2021;1,33
01 Araba/Álava;65 y más;% Extranjeros;Ambos sexos;2020;1,30
01 Araba/Álava;65 y más;% Extranjeros;Ambos sexos;2019;1,09
01 Araba/Álava;65 y más;% Extranjeros;Hombres;2021;1,12
01 Araba/Álava;65 y más;% Extranjeros;Hombres;2020;1,06
01 Araba/Álava;65 y más;% Extranjeros;Hombres;2019;0,89
01 Araba/Álava;65 y más;% Extranjeros;Mujeres;2021;1,50
01 Araba/Álava;65 y más;% Extranjeros;Mujeres;2020;1,48
01 Araba/Álava;65 y más;% Extranjeros;Mujeres;2019;1,25
33 Asturias;TOTAL EDADES;TOTAL;Ambos sexos;2021;1.011.792
33 Asturias;TOTAL EDADES;TOTAL;Ambos sexos;2020;1.018.784
33 Asturias;TOTAL EDADES;TOTAL;Ambos sexos;2019;1.022.800
33 Asturias;TOTAL EDADES;TOTAL;Hombres;2021;482.665
33 Asturias;TOTAL EDADES;TOTAL;Hombres;2020;486.066
33 Asturias;TOTAL EDADES;TOTAL;Hombres;2019;488.137
33 Asturias;TOTAL EDADES;TOTAL;Mujeres;2021;529.127
33 Asturias;TOTAL EDADES;TOTAL;Mujeres;2020;532.718
33 Asturias;TOTAL EDADES;TOTAL;Mujeres;2019;534.663
33 Asturias;TOTAL EDADES;Españoles;Ambos sexos;2021;966.347
33 Asturias;TOTAL EDADES;Españoles;Ambos sexos;2020;973.463
33 Asturias;TOTAL EDADES;Españoles;Ambos sexos;2019;981.174
33 Asturias;TOTAL EDADES;Españoles;Hombres;2021;461.659
33 Asturias;TOTAL EDADES;Españoles;Hombres;2020;465.019
33 Asturias;TOTAL EDADES;Españoles;Hombres;2019;468.801
33 Asturias;TOTAL EDADES;Españoles;Mujeres;2021;504.688
33 Asturias;TOTAL EDADES;Españoles;Mujeres;2020;508.444
33 Asturias;TOTAL EDADES;Españoles;Mujeres;2019;512.373
33 Asturias;TOTAL EDADES;Extranjeros;Ambos sexos;2021;45.445
33 Asturias;TOTAL EDADES;Extranjeros;Ambos sexos;2020;45.321
33 Asturias;TOTAL EDADES;Extranjeros;Ambos sexos;2019;41.626
33 Asturias;TOTAL EDADES;Extranjeros;Hombres;2021;21.006
33 Asturias;TOTAL EDADES;Extranjeros;Hombres;2020;21.047
33 Asturias;TOTAL EDADES;Extranjeros;Hombres;2019;19.336
33 Asturias;TOTAL EDADES;Extranjeros;Mujeres;2021;24.439
33 Asturias;TOTAL EDADES;Extranjeros;Mujeres;2020;24.274
33 Asturias;TOTAL EDADES;Extranjeros;Mujeres;2019;22.290
33 Asturias;TOTAL EDADES;% Extranjeros;Ambos sexos;2021;4,49
33 Asturias;TOTAL EDADES;% Extranjeros;Ambos sexos;2020;4,45
33 Asturias;TOTAL EDADES;% Extranjeros;Ambos sexos;2019;4,07
33 Asturias;TOTAL EDADES;% Extranjeros;Hombres;2021;4,35
33 Asturias;TOTAL EDADES;% Extranjeros;Hombres;2020;4,33
33 Asturias;TOTAL EDADES;% Extranjeros;Hombres;2019;3,96
33 Asturias;TOTAL EDADES;% Extranjeros;Mujeres;2021;4,62
33 Asturias;TOTAL EDADES;% Extranjeros;Mujeres;2020;4,56
33 Asturias;TOTAL EDADES;% Extranjeros;Mujeres;2019;4,17
33 Asturias;0-15 años;TOTAL;Ambos sexos;2021;115.112
33 Asturias;0-15 años;TOTAL;Ambos sexos;2020;117.575
33 Asturias;0-15 años;TOTAL;Ambos sexos;2019;119.337
33 Asturias;0-15 años;TOTAL;Hombres;2021;59.187
33 Asturias;0-15 años;TOTAL;Hombres;2020;60.456
33 Asturias;0-15 años;TOTAL;Hombres;2019;61.311
33 Asturias;0-15 años;TOTAL;Mujeres;2021;55.925
33 Asturias;0-15 años;TOTAL;Mujeres;2020;57.119
33 Asturias;0-15 años;TOTAL;Mujeres;2019;58.026
